"bgyname","cityname","provname","nscb_reg_name","latitude","longitude","processed"
"ROXAS","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6274731","121.0216765","1"
"SACRED HEART","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6313914","121.0389159","1"
"SAINT IGNATIUS","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6130801","121.0729596","1"
"SAINT PETER","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6348983","121.0000058","1"
"SALVACION","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6261964","120.9938131","1"
"SAN AGUSTIN","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.730304","121.0360853","1"
"SAN ANTONIO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.650071","121.0171361","1"
"SAN BARTOLOME","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7057756","121.0285144","1"
"SAN ISIDRO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6119166","121.0094868","1"
"SAN ISIDRO LABRADOR","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6240795","120.9965227","1"
"SAN JOSE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6402463","120.9945313","1"
"SAN MARTIN DE PORRES","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6182352","121.0497455","1"
"SAN ROQUE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6209772","121.0610187","1"
"SAN VICENTE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6533256","121.0569226","1"
"SANTA CRUZ","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6356244","121.0205528","1"
"SANTA LUCIA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7069939","121.0499185","1"
"SANTA MONICA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7221495","121.0416948","1"
"SANTA TERESITA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6204539","121.000673","1"
"SANTO CRISTO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6623023","121.0282119","1"
"SANTO NIÑO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6106357","121.0116763","1"
"SANTOL","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6115139","121.0155658","1"
"SAUYO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6976111","121.052588","1"
"SIENNA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6363925","121.0044917","1"
"SIKATUNA VILLAGE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6383351","121.0595245","1"
"SILANGAN","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6273845","121.0592497","1"
"SOCORRO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6175389","121.0563498","1"
"SOUTH TRIANGLE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6379819","121.0361961","1"
"TAGUMPAY","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6223578","121.063821","1"
"TALAYAN","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6349093","121.0110391","1"
"TALIPAPA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6862073","121.0249718","1"
"TANDANG SORA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6796761","121.0380661","1"
"TATALON","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6236236","121.0137901","1"
"TEACHERS VILLAGE EAST","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6442313","121.059698","1"
"TEACHERS VILLAGE WEST","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6425883","121.0566473","1"
"U.P. CAMPUS","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6549163","121.0644082","1"
"U.P. VILLAGE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.648845","121.0568891","1"
"UGONG NORTE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.5977372","121.0704752","1"
"UNANG SIGAW","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.658897","121.0012094","1"
"VALENCIA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6115902","121.0357941","1"
"VASRA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6572073","121.0451088","1"
"VETERANS VILLAGE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6533446","121.0245131","1"
"VILLA MARIA CLARA","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6163767","121.0688224","1"
"WEST KAMIAS","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6305587","121.0495397","1"
"WEST TRIANGLE","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6432727","121.0308148","1"
"WHITE PLAINS","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6063392","121.0734319","1"
"BALONG BATO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6640433","121.0032537","1"
"CAPRI","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7171043","121.0286218","1"
"SANGANDAAN","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6737961","121.0204666","1"
"PAYATAS","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7070204","121.0963083","1"
"BATASAN HILLS","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6861093","121.0990882","1"
"HOLY SPIRIT","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6849438","121.0772138","1"
"GREATER LAGRO","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7275081","121.0660555","1"
"NORTH FAIRVIEW","QUEZON CITY","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7115602","121.0609674","1"
"ADDITION HILLS","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.5942519","121.0407231","1"
"BALONG-BATO","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6082969","121.0235957","1"
"BATIS","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6683016","121.024593","1"
"CORAZON DE JESUS","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6066516","121.0314582","1"
"ERMITAÑO","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6112685","121.0303347","1"
"HALO-HALO (ST. JOSEPH)","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6032759","121.0324806","1"
"ISABELITA","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6030147","121.0306853","1"
"KABAYANAN","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.5977529","121.0297958","1"
"LITTLE BAGUIO","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6007605","121.03828","1"
"MAYTUNAS","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.594543","121.0345534","1"
"ONSE","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.600593","121.0317772","1"
"PASADEÑA","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6083571","121.0335956","1"
"PEDRO CRUZ","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6051267","121.0262748","1"
"PROGRESO","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6026631","121.0198548","1"
"RIVERA","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6051413","121.0211108","1"
"SALAPAN","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6130538","121.024799","1"
"SAN PERFECTO","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.603509","121.0233729","1"
"SANTA LUCIA","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.7072213","121.0533929","1"
"TIBAGAN","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6017113","121.0290046","1"
"WEST CRAME","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.6059263","121.0501492","1"
"GREENHILLS","CITY OF SAN JUAN","NCR, SECOND DISTRICT (Not a Province)","National Capital Region","14.60046","121.0483637","1"
"BARANGAY   1","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6591639","120.9731748","1"
"BARANGAY   2","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6607137","120.9719558","1"
"BARANGAY   3","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6588919","120.9719098","1"
"BARANGAY   4","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6591677","120.9698125","1"
"BARANGAY   5","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6565259","120.9727582","1"
"BARANGAY   6","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6575391","120.9706161","1"
"BARANGAY   7","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6563634","120.9704296","1"
"BARANGAY   8","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6572852","120.9656027","1"
"BARANGAY   9","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6537272","120.9734787","1"
"BARANGAY  10","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6547616","120.9712078","1"
"BARANGAY  11","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6538111","120.9706774","1"
"BARANGAY  12","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.654041","120.9665756","1"
"BARANGAY  13","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6521326","120.9726389","1"
"BARANGAY  14","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6500418","120.9666726","1"
"BARANGAY  15","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6503873","120.9735756","1"
"BARANGAY  16","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6504553","120.9698028","1"
"BARANGAY  17","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6489339","120.9746401","1"
"BARANGAY  18","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.648917","120.9708063","1"
"BARANGAY  19","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6468273","120.9748595","1"
"BARANGAY  20","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6470965","120.968935","1"
"BARANGAY  21","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6446568","120.9755244","1"
"BARANGAY  22","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6454025","120.9684048","1"
"BARANGAY  23","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6434927","120.9744287","1"
"BARANGAY  24","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6433299","120.972916","1"
"BARANGAY  25","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6423703","120.976066","1"
"BARANGAY  26","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6413085","120.974707","1"
"BARANGAY  27","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6416482","120.972781","1"
"BARANGAY  28","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6412651","120.9680006","1"
"BARANGAY  29","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6402108","120.976415","1"
"BARANGAY  30","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6391662","120.9741831","1"
"BARANGAY  31","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6404781","120.971622","1"
"BARANGAY  32","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6379838","120.9763087","1"
"BARANGAY  33","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6365392","120.9754559","1"
"BARANGAY  34","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6367545","120.9733026","1"
"BARANGAY  35","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6388583","120.9717602","1"
"BARANGAY  36","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6363977","120.9782727","1"
"BARANGAY  37","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6385186","120.9778324","1"
"BARANGAY  38","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6395339","120.9789849","1"
"BARANGAY  39","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6375854","120.9825149","1"
"BARANGAY  40","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6386292","120.9822222","1"
"BARANGAY  41","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.639724","120.9822589","1"
"BARANGAY  42","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6396943","120.9805091","1"
"BARANGAY  43","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6411877","120.978019","1"
"BARANGAY  44","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6412082","120.9801598","1"
"BARANGAY  45","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.641105","120.9823227","1"
"BARANGAY  46","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6426241","120.977964","1"
"BARANGAY  47","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.642568","120.9802136","1"
"BARANGAY  48","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6424901","120.9823678","1"
"BARANGAY  49","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6449411","120.9770433","1"
"BARANGAY  50","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6439604","120.978958","1"
"BARANGAY  51","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6438739","120.9816996","1"
"BARANGAY  52","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6470319","120.9768745","1"
"BARANGAY  53","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6460902","120.9784941","1"
"BARANGAY  54","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6467045","120.981462","1"
"BARANGAY  55","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6453071","120.9814164","1"
"BARANGAY  56","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6482528","120.9768784","1"
"BARANGAY  57","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6481514","120.9792905","1"
"BARANGAY  58","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6480923","120.9821587","1"
"BARANGAY  59","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6497468","120.9767954","1"
"BARANGAY  60","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6503123","120.9786343","1"
"BARANGAY  61","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6494977","120.9815305","1"
"BARANGAY  62","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6508588","120.9815941","1"
"BARANGAY  63","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.651034","120.976571","1"
"BARANGAY  64","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6523436","120.975488","1"
"BARANGAY  65","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6525847","120.9765829","1"
"BARANGAY  66","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6524958","120.9784631","1"
"BARANGAY  67","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6525599","120.9805896","1"
"BARANGAY  68","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6525357","120.9828389","1"
"BARANGAY  69","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.654293","120.9776166","1"
"BARANGAY  70","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6545313","120.9792978","1"
"BARANGAY  71","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6540185","120.9824613","1"
"BARANGAY  72","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6552569","120.9819908","1"
"BARANGAY  73","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6553891","120.9755306","1"
"BARANGAY  74","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6564936","120.9780551","1"
"BARANGAY  75","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6563113","120.9807538","1"
"BARANGAY  76","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6565372","120.9829744","1"
"BARANGAY  77","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6579905","120.9810786","1"
"BARANGAY  78","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6588561","120.9832728","1"
"BARANGAY  79","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6597638","120.981158","1"
"BARANGAY  80","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.659745","120.9766005","1"
"BARANGAY  81","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6592002","120.9847744","1"
"BARANGAY  82","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6628041","120.989551","1"
"BARANGAY  83","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.659901","120.9886324","1"
"BARANGAY  84","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6596964","120.9867865","1"
"BARANGAY  85","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6591625","120.9896132","1"
"BARANGAY  86","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6564406","120.9864044","1"
"BARANGAY  87","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6563793","120.9905092","1"
"BARANGAY  88","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6550505","120.9860742","1"
"BARANGAY  89","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6541561","120.9893758","1"
"BARANGAY  90","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6535007","120.9861198","1"
"BARANGAY  91","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6521651","120.9864281","1"
"BARANGAY  92","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6534564","120.9914805","1"
"BARANGAY  93","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6519857","120.9907545","1"
"BARANGAY  94","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6563611","120.9939982","1"
"BARANGAY  95","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6567351","120.9969406","1"
"BARANGAY  96","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6545608","120.9944343","1"
"BARANGAY  97","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6520797","120.9931782","1"
"BARANGAY  98","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6521582","120.9945026","1"
"BARANGAY  99","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6551971","120.9967164","1"
"BARANGAY 100","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6533423","120.9957999","1"
"BARANGAY 101","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6505212","120.9934098","1"
"BARANGAY 102","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6496449","120.9939798","1"
"BARANGAY 103","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6492413","120.9903154","1"
"BARANGAY 104","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6492256","120.9888255","1"
"BARANGAY 105","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6479653","120.9928844","1"
"BARANGAY 106","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6501506","120.9845708","1"
"BARANGAY 107","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6501164","120.9860052","1"
"BARANGAY 108","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6500719","120.9874345","1"
"BARANGAY 109","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6480198","120.9858592","1"
"BARANGAY 110","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.646605","120.9844414","1"
"BARANGAY 111","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6465932","120.9858099","1"
"BARANGAY 112","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.646564","120.9872945","1"
"BARANGAY 113","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6451211","120.9844065","1"
"BARANGAY 114","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6451684","120.9854488","1"
"BARANGAY 115","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6451399","120.9861683","1"
"BARANGAY 116","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6451215","120.9872129","1"
"BARANGAY 117","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6436857","120.9846857","1"
"BARANGAY 118","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6434125","120.9860673","1"
"BARANGAY 119","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.642429","120.9846568","1"
"BARANGAY 120","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6405894","120.9841668","1"
"BARANGAY 121","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6464341","120.9894058","1"
"BARANGAY 122","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6462218","120.9922414","1"
"BARANGAY 123","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6451003","120.9887314","1"
"BARANGAY 124","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6449285","120.9901586","1"
"BARANGAY 125","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6448314","120.9920139","1"
"BARANGAY 126","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6431479","120.9917623","1"
"BARANGAY 127","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6414693","120.990885","1"
"BARANGAY 128","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6397642","120.9904723","1"
"BARANGAY 129","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6386946","120.9898271","1"
"BARANGAY 130","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.63779","120.9895567","1"
"BARANGAY 131","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6374242","120.9915607","1"
"BARANGAY 132","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6633272","120.990906","1"
"BARANGAY 133","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6626632","120.9925473","1"
"BARANGAY 134","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.65958865","120.99090369137916","1"
"BARANGAY 135","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.659647","120.992461","1"
"BARANGAY 136","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6585439","120.9947342","1"
"BARANGAY 137","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.660812","120.9947781","1"
"BARANGAY 138","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6597383","120.9970762","1"
"BARANGAY 139","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6597052","120.9986321","1"
"BARANGAY 140","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6629221","120.9956369","1"
"BARANGAY 141","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6629339","120.9983291","1"
"BARANGAY 142","CALOOCAN CITY","NCR, THIRD DISTRICT (Not a Province)","National Capital Region","14.6647326","120.9926483","1"
